Lead Number,Lead Origin,Lead Source,Do Not Email,Do Not Call,Converted,TotalVisits,Total Time Spent on Website,Page Views Per Visit,Last Activity,Country,Specialization,How did you hear about X Education,What is your current occupation,What matters most to you in choosing a course,Search,Magazine,Newspaper Article,X Education Forums,Newspaper,Digital Advertisement,Through Recommendations,Receive More Updates About Our Courses,Tags,Lead Quality,Update me on Supply Chain Content,Get updates on DM Content,Lead Profile,City,Asymmetrique Activity Index,Asymmetrique Profile Index,Asymmetrique Activity Score,Asymmetrique Profile Score,I agree to pay the amount through cheque,A free copy of Mastering The Interview,Last Notable Activity
601085,API,Olark Chat,No,No,0,1,422,1,Olark Chat Conversation,India,Others,,Unemployed,,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,,,01.High,02.Medium,17,15,No,No,Modified
601072,API,Olark Chat,No,No,0,0,0,0,Olark Chat Conversation,India,Others,,Unemployed,,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,,,,,,,No,No,Modified
601071,Landing Page Submission,Organic Search,Yes,No,0,7,204,3.5,Page Visited on Website,Bahrain,Marketing Management,,Unemployed,,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,,Thane & Outskirts,,,,,No,Yes,Modified
601070,Landing Page Submission,Google,No,No,1,4,686,4,Email Opened,India,Finance Management,Online Search,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Potential Lead,Mumbai,,,,,No,No,Email Opened
601060,API,Organic Search,No,No,0,6,46,1.5,Email Opened,Oman,Others,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Graduation in progress,Not Sure,No,No,,,,,,,No,No,Email Opened
601052,API,Olark Chat,No,No,1,0,0,0,SMS Sent,India,Others,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,,,,,,,No,No,SMS Sent
601041,Landing Page Submission,Direct Traffic,Yes,No,0,2,1139,2,SMS Sent,India,Travel and Tourism,,Unemployed,,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,,Mumbai,,,,,No,No,Modified
601039,Landing Page Submission,Google,No,No,1,4,719,4,SMS Sent,India,Human Resource Management,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,,Mumbai,,,,,No,No,SMS Sent
601038,API,Olark Chat,No,No,1,0,0,0,SMS Sent,India,Others,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,,,,,,,No,No,SMS Sent
601034,API,Olark Chat,No,No,0,0,0,0,Olark Chat Conversation,India,Others,,Unemployed,,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,,,,,,,No,No,Modified
601026,Lead Add Form,Reference,No,No,1,0,0,0,Email Link Clicked,India,Marketing Management,,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Closed by Horizzon,High in Relevance,No,No,Potential Lead,Mumbai,,,,,No,No,Modified
601000,API,Olark Chat,No,No,0,0,0,0,SMS Sent,India,Others,,Unemployed,,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,,,,,,,No,No,Modified
600997,API,Olark Chat,No,No,0,0,0,0,Olark Chat Conversation,India,Others,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested  in full time MBA,Worst,No,No,Other Leads,,,,,,No,No,Olark Chat Conversation
600994,API,Organic Search,Yes,No,0,3,1266,3,SMS Sent,India,Others,,Unemployed,,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,,,,,,,No,No,SMS Sent
600979,Landing Page Submission,Google,No,No,1,3,1329,3,SMS Sent,India,Rural and Agribusiness,Student of SomeSchool,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Potential Lead,Other Cities of Maharashtra,,,,,No,No,SMS Sent
600972,Lead Add Form,Reference,No,No,1,,1636,,,India,Others,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Closed by Horizzon,Might be,No,No,,,,,,,No,No,Modified
600967,Landing Page Submission,Direct Traffic,No,No,1,6,402,3,SMS Sent,India,International Business,,Unemployed,,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,,Mumbai,,,,,No,Yes,SMS Sent
600956,Landing Page Submission,Direct Traffic,No,No,0,4,361,1.33,SMS Sent,India,Travel and Tourism,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Already a student,Might be,No,No,,Mumbai,,,,,No,Yes,Modified
600952,Lead Add Form,Reference,No,No,1,,1660,,,India,Others,,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Closed by Horizzon,Might be,No,No,,,,,,,No,No,Modified
600950,API,Olark Chat,No,No,1,0,0,0,SMS Sent,India,Marketing Management,,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Potential Lead,,,,,,No,No,SMS Sent
600947,Landing Page Submission,Organic Search,No,No,0,4,206,4,Email Opened,India,"Banking, Investment And Insurance",Student of SomeSchool,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,,Thane & Outskirts,,,,,No,No,Email Opened
600944,API,Olark Chat,No,No,1,0,0,0,SMS Sent,India,Marketing Management,,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Potential Lead,,,,,,No,No,SMS Sent
600935,Landing Page Submission,Direct Traffic,No,No,0,2,344,2,Email Opened,India,Business Administration,,Student,Better Career Prospects,No,No,No,No,No,No,No,No,Already a student,Worst,No,No,Student of SomeSchool,Mumbai,,,,,No,Yes,Email Opened
600932,API,Olark Chat,No,No,0,0,0,0,Email Opened,India,Others,,Unemployed,,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,,,,,,,No,No,Email Opened
600922,Landing Page Submission,Google,No,No,0,4,621,2,SMS Sent,India,Marketing Management,Online Search,Unemployed,,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,,Mumbai,,,,,No,No,Modified
600920,API,Organic Search,No,No,0,4,335,4,Olark Chat Conversation,India,Others,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in other courses,Worst,No,No,,,,,,,No,No,Modified
600919,Landing Page Submission,Direct Traffic,Yes,No,1,2,876,2,SMS Sent,India,Finance Management,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,,Mumbai,,,,,No,Yes,SMS Sent
600913,Landing Page Submission,Direct Traffic,No,No,0,8,665,2.67,Email Opened,India,IT Projects Management,Student of SomeSchool,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,,Thane & Outskirts,,,,,No,No,Email Opened
600908,Landing Page Submission,Organic Search,No,No,0,10,212,3.33,Page Visited on Website,India,Operations Management,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Diploma holder (Not Eligible),Not Sure,No,No,,,,,,,No,No,Modified
600899,Landing Page Submission,Direct Traffic,No,No,0,3,358,3,Email Opened,India,Marketing Management,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Graduation in progress,Worst,No,No,,Mumbai,,,,,No,Yes,Email Opened
600887,Landing Page Submission,Direct Traffic,No,No,1,4,1081,4,SMS Sent,India,Operations Management,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Busy,Not Sure,No,No,Other Leads,Other Cities of Maharashtra,,,,,No,Yes,SMS Sent
600881,API,Olark Chat,No,No,0,0,0,0,Olark Chat Conversation,India,Others,,Unemployed,,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,,,,,,,No,No,Olark Chat Conversation
600879,API,Google,No,No,0,2,24,2,Email Link Clicked,India,Others,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,,,,,,,No,No,Email Link Clicked
600861,Landing Page Submission,Direct Traffic,Yes,No,0,2,329,2,Converted to Lead,India,Human Resource Management,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,,Mumbai,,,,,No,Yes,Modified
600858,Landing Page Submission,Direct Traffic,Yes,No,0,2,52,2,SMS Sent,India,Rural and Agribusiness,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Might be,No,No,,Tier II Cities,,,,,No,Yes,SMS Sent
600843,API,Google,No,No,0,7,11,2.33,Page Visited on Website,India,Others,,Unemployed,,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,,,,,,,No,No,Page Visited on Website
600832,Landing Page Submission,Direct Traffic,Yes,No,0,2,269,2,Page Visited on Website,India,Finance Management,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,,Thane & Outskirts,,,,,No,Yes,Page Visited on Website
600829,Landing Page Submission,Google,No,No,0,4,1382,2,Email Opened,India,Human Resource Management,Student of SomeSchool,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Already a student,Worst,No,No,Student of SomeSchool,Mumbai,,,,,No,Yes,Email Opened
600817,Landing Page Submission,Organic Search,No,No,0,8,1241,1.6,Email Opened,India,Travel and Tourism,,Unemployed,,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,,Thane & Outskirts,,,,,No,Yes,Email Opened
600814,Landing Page Submission,Direct Traffic,Yes,No,0,3,69,3,SMS Sent,India,Media and Advertising,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,wrong number given,Not Sure,No,No,,Thane & Outskirts,,,,,No,Yes,SMS Sent
600810,API,Organic Search,No,No,0,3,558,3,Email Opened,India,Others,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,invalid number,Not Sure,No,No,,,,,,,No,No,Email Opened
600800,Landing Page Submission,Direct Traffic,No,No,0,1,95,1,Converted to Lead,India,Business Administration,,Unemployed,,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,,Mumbai,,,,,No,Yes,Modified
600798,API,Olark Chat,No,No,0,0,0,0,Email Opened,India,Others,,Student,Better Career Prospects,No,No,No,No,No,No,No,No,Already a student,Worst,No,No,Student of SomeSchool,,,,,,No,No,Email Opened
600793,Landing Page Submission,Google,No,No,1,4,1205,4,Unreachable,India,Marketing Management,Student of SomeSchool,Unemployed,,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,,Mumbai,,,,,No,No,Unreachable
600789,Landing Page Submission,Direct Traffic,No,No,0,2,274,2,Page Visited on Website,India,Operations Management,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in other courses,Not Sure,No,No,,Mumbai,,,,,No,Yes,Modified
600788,Landing Page Submission,Google,No,No,0,3,515,3,SMS Sent,India,Media and Advertising,Student of SomeSchool,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,,Mumbai,,,,,No,No,SMS Sent
600775,API,Google,No,No,1,5,1288,1.25,Page Visited on Website,India,Marketing Management,,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Closed by Horizzon,High in Relevance,No,No,Potential Lead,,,,,,No,No,Modified
600768,Landing Page Submission,Direct Traffic,No,No,1,3,1051,3,SMS Sent,India,"Banking, Investment And Insurance",,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Other Leads,Other Metro Cities,,,,,No,Yes,SMS Sent
600761,Landing Page Submission,Organic Search,No,No,0,5,83,5,SMS Sent,India,Finance Management,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Closed by Horizzon,Not Sure,No,No,,Other Cities of Maharashtra,,,,,No,Yes,SMS Sent
600758,Landing Page Submission,Google,No,No,0,4,1371,4,Email Opened,India,Finance Management,,Unemployed,,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,,Mumbai,,,,,No,No,Modified
600755,API,Olark Chat,No,No,0,0,0,0,SMS Sent,India,Others,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,switched off,Not Sure,No,No,,,,,,,No,No,SMS Sent
600743,API,Olark Chat,No,No,0,0,0,0,Olark Chat Conversation,India,Marketing Management,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in other courses,Not Sure,No,No,Other Leads,,,,,,No,No,Modified
600740,Landing Page Submission,Organic Search,No,No,0,6,107,6,Email Opened,India,"Banking, Investment And Insurance",,Unemployed,,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,,Other Metro Cities,,,,,No,Yes,Email Opened
600736,Landing Page Submission,Direct Traffic,No,No,1,11,608,2.75,Page Visited on Website,India,Marketing Management,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Closed by Horizzon,High in Relevance,No,No,Potential Lead,Thane & Outskirts,,,,,No,Yes,Page Visited on Website
600735,API,Organic Search,No,No,1,2,267,1,SMS Sent,India,Others,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Busy,Not Sure,No,No,,,,,,,No,No,SMS Sent
600727,API,Olark Chat,No,No,0,0,0,0,Email Opened,India,Others,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Already a student,Worst,No,No,Student of SomeSchool,,,,,,No,No,Email Opened
600713,Landing Page Submission,Direct Traffic,No,No,0,6,1742,6,SMS Sent,India,Business Administration,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,,Other Metro Cities,,,,,No,Yes,SMS Sent
600705,Lead Add Form,Welingak Website,No,No,1,0,0,0,SMS Sent,India,Others,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,,,,,,,No,No,SMS Sent
600701,Lead Add Form,Welingak Website,Yes,No,1,0,0,0,SMS Sent,India,Others,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,,,,,,,No,No,SMS Sent
600699,Landing Page Submission,Google,Yes,No,0,1,107,1,Email Bounced,India,Finance Management,Online Search,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested  in full time MBA,Worst,No,No,,Mumbai,,,,,No,No,Modified
600691,Landing Page Submission,Direct Traffic,Yes,No,0,3,131,1.5,Page Visited on Website,India,IT Projects Management,,Unemployed,,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,,Other Cities of Maharashtra,,,,,No,Yes,Page Visited on Website
600690,Landing Page Submission,Direct Traffic,No,No,0,5,1252,2.5,Page Visited on Website,India,Operations Management,,Unemployed,,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,,Mumbai,,,,,No,Yes,Modified
600689,Landing Page Submission,Direct Traffic,No,No,1,7,17,3.5,SMS Sent,India,Business Administration,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,,Mumbai,,,,,No,Yes,SMS Sent
600686,API,Olark Chat,No,No,0,0,0,0,Email Opened,India,Others,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in other courses,Not Sure,No,No,Other Leads,,,,,,No,No,Email Opened
600662,Landing Page Submission,Direct Traffic,No,No,0,2,1448,2,Email Link Clicked,India,Supply Chain Management,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Already a student,Not Sure,No,No,,Mumbai,,,,,No,Yes,Email Link Clicked
600661,Landing Page Submission,Direct Traffic,No,No,1,4,295,2,SMS Sent,India,Finance Management,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Potential Lead,Other Metro Cities,,,,,No,Yes,SMS Sent
600647,Landing Page Submission,Direct Traffic,No,No,0,5,381,5,SMS Sent,India,"Banking, Investment And Insurance",,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,switched off,Not Sure,No,No,,Thane & Outskirts,,,,,No,Yes,SMS Sent
600646,API,Olark Chat,No,No,0,0,0,0,SMS Sent,India,Others,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Might be,No,No,,,,,,,No,No,SMS Sent
600645,Landing Page Submission,Direct Traffic,No,No,0,1,321,1,Converted to Lead,India,Others,,Unemployed,,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,,,,,,,No,No,Modified
600640,Lead Add Form,Reference,No,No,1,,1770,,,India,Finance Management,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Closed by Horizzon,High in Relevance,No,No,Potential Lead,Mumbai,,,,,No,No,Modified
600639,Landing Page Submission,Google,No,No,1,9,1475,3,Email Opened,India,Marketing Management,Online Search,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Closed by Horizzon,High in Relevance,No,No,,Mumbai,02.Medium,01.High,13,18,No,Yes,Email Opened
600627,API,Olark Chat,No,No,0,0,0,0,Olark Chat Conversation,India,Others,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Not doing further education,Worst,No,No,,,,,,,No,No,Modified
600616,API,Olark Chat,No,No,0,0,0,0,Email Opened,India,Others,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Already a student,Worst,No,No,Student of SomeSchool,,,,,,No,No,Email Opened
600612,Lead Add Form,Reference,No,No,1,0,0,0,Email Opened,India,"Banking, Investment And Insurance",,Student,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Low in Relevance,No,No,Other Leads,Mumbai,,,,,No,No,Email Opened
600599,Landing Page Submission,Google,No,No,0,4,176,2,Email Opened,India,Retail Management,Online Search,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in other courses,Worst,No,No,,Mumbai,,,,,No,No,Modified
600597,API,Google,No,No,1,5,1143,1.25,Page Visited on Website,India,Others,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,,,,,,,No,No,Page Visited on Website
600596,API,Olark Chat,No,No,0,0,0,0,Olark Chat Conversation,India,Others,,Unemployed,,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,,,,,,,No,No,Modified
600595,Landing Page Submission,Google,No,No,0,6,58,6,SMS Sent,India,International Business,Other,Unemployed,,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,,Other Cities,,,,,No,No,Modified
600587,Landing Page Submission,Google,No,No,0,8,1472,2.67,Olark Chat Conversation,India,E-COMMERCE,Online Search,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in other courses,Worst,No,No,,Mumbai,,,,,No,No,Modified
600578,API,Olark Chat,No,No,0,6,168,1.2,Page Visited on Website,India,Others,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in other courses,Low in Relevance,No,No,,,,,,,No,No,Page Visited on Website
600577,Landing Page Submission,Direct Traffic,No,No,0,2,21,2,SMS Sent,India,Human Resource Management,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,,Mumbai,,,,,No,Yes,SMS Sent
600562,Landing Page Submission,Google,No,No,0,5,180,2.5,SMS Sent,India,Marketing Management,Word Of Mouth,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,,Mumbai,,,,,No,No,SMS Sent
600560,Landing Page Submission,Organic Search,Yes,No,0,3,244,3,Email Bounced,India,Supply Chain Management,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in other courses,Worst,No,No,,Mumbai,,,,,No,Yes,Modified
600547,API,Olark Chat,No,No,0,0,0,0,Email Link Clicked,India,Others,,Student,Better Career Prospects,No,No,No,No,No,No,No,No,Graduation in progress,Low in Relevance,No,No,Other Leads,,,,,,No,No,Email Link Clicked
600528,Landing Page Submission,Google,No,No,1,8,422,1.6,SMS Sent,India,Finance Management,Word Of Mouth,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,,Other Cities,,,,,No,No,SMS Sent
600517,API,Organic Search,No,No,1,3,1301,1.5,SMS Sent,India,Others,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,,,,,,,No,No,SMS Sent
600511,Landing Page Submission,Direct Traffic,No,No,0,2,40,2,Converted to Lead,India,Rural and Agribusiness,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Not doing further education,Not Sure,No,No,,Other Cities of Maharashtra,,,,,No,Yes,Modified
600505,Landing Page Submission,Google,No,No,1,5,639,5,SMS Sent,India,Marketing Management,Online Search,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Potential Lead,Other Cities of Maharashtra,,,,,No,No,SMS Sent
600441,Landing Page Submission,Direct Traffic,No,No,1,12,414,6,SMS Sent,India,Supply Chain Management,Word Of Mouth,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Busy,Not Sure,No,No,,Mumbai,,,,,No,Yes,SMS Sent
600437,API,Olark Chat,No,No,1,0,0,0,SMS Sent,India,Finance Management,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Potential Lead,Mumbai,,,,,No,No,SMS Sent
600434,Landing Page Submission,Direct Traffic,No,No,0,2,497,2,SMS Sent,India,Human Resource Management,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Might be,No,No,,Mumbai,,,,,No,Yes,SMS Sent
600415,Landing Page Submission,Direct Traffic,No,No,0,4,319,4,SMS Sent,United Arab Emirates,IT Projects Management,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Busy,Not Sure,No,No,,Other Cities,,,,,No,Yes,SMS Sent
600414,Landing Page Submission,Direct Traffic,No,No,0,3,605,3,Email Opened,United Arab Emirates,IT Projects Management,,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in other courses,Low in Relevance,No,No,,Other Cities,,,,,No,Yes,Email Opened
600406,Landing Page Submission,Direct Traffic,No,No,1,2,1666,2,SMS Sent,India,Business Administration,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Potential Lead,Mumbai,,,,,No,Yes,SMS Sent
600400,Landing Page Submission,Direct Traffic,No,No,0,3,243,3,Email Opened,India,Human Resource Management,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested  in full time MBA,Not Sure,No,No,Other Leads,Thane & Outskirts,,,,,No,Yes,Email Opened
600395,Landing Page Submission,Direct Traffic,No,No,1,3,1698,3,SMS Sent,India,Supply Chain Management,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,,Mumbai,,,,,No,Yes,SMS Sent
600391,API,Google,No,No,1,2,1461,2,SMS Sent,India,Finance Management,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Potential Lead,Thane & Outskirts,,,,,No,No,SMS Sent
600379,API,Organic Search,No,No,0,3,1405,1.5,Email Opened,India,Others,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,,,,,,,No,No,Email Opened
600372,Landing Page Submission,Direct Traffic,No,No,0,4,32,2,Form Submitted on Website,Malaysia,Human Resource Management,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Already a student,Worst,No,No,Student of SomeSchool,Other Cities of Maharashtra,,,,,No,Yes,Modified
600337,Landing Page Submission,Direct Traffic,Yes,No,0,6,112,1.5,Page Visited on Website,India,Services Excellence,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,invalid number,Might be,No,No,,Mumbai,,,,,No,Yes,Page Visited on Website
600329,Landing Page Submission,Google,No,No,0,3,246,3,Page Visited on Website,India,Retail Management,Online Search,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Graduation in progress,Not Sure,No,No,,Mumbai,,,,,No,No,Modified
600323,API,Olark Chat,No,No,1,0,0,0,SMS Sent,India,International Business,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Potential Lead,Mumbai,,,,,No,No,SMS Sent
600317,Landing Page Submission,Google,No,No,0,11,67,11,SMS Sent,India,Finance Management,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,,Mumbai,,,,,No,Yes,SMS Sent
600305,Landing Page Submission,Direct Traffic,No,No,0,2,138,2,SMS Sent,India,Marketing Management,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,invalid number,Worst,No,No,,Mumbai,,,,,No,Yes,SMS Sent
600301,Landing Page Submission,Direct Traffic,No,No,0,2,199,2,Email Opened,India,Operations Management,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,,Mumbai,,,,,No,Yes,Email Opened
600278,Landing Page Submission,Google,No,No,1,8,657,8,SMS Sent,India,"Banking, Investment And Insurance",Word Of Mouth,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,,Mumbai,,,,,No,No,SMS Sent
600274,Landing Page Submission,Organic Search,Yes,No,0,6,326,6,SMS Sent,India,Retail Management,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,switched off,Might be,No,No,,Other Metro Cities,,,,,No,Yes,SMS Sent
600261,Landing Page Submission,Direct Traffic,No,No,1,5,1006,2.5,Email Opened,India,Marketing Management,,Other,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Low in Relevance,No,No,,Mumbai,,,,,No,Yes,Email Opened
600258,Landing Page Submission,Organic Search,No,No,1,7,1149,3.5,Email Opened,India,"Banking, Investment And Insurance",,Student,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Low in Relevance,No,No,,Other Cities,,,,,No,No,Email Opened
600252,API,Olark Chat,No,No,0,0,0,0,Olark Chat Conversation,India,Others,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Already a student,Worst,No,No,Student of SomeSchool,,,,,,No,No,Olark Chat Conversation
600248,API,Olark Chat,No,No,1,0,0,0,SMS Sent,India,"Banking, Investment And Insurance",,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Potential Lead,Mumbai,,,,,No,No,SMS Sent
600228,Landing Page Submission,Direct Traffic,No,No,0,8,69,2.67,Email Opened,India,Marketing Management,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,,Tier II Cities,,,,,No,No,Email Opened
600219,Landing Page Submission,Google,No,No,1,4,1132,4,SMS Sent,India,Marketing Management,Online Search,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,,Other Cities of Maharashtra,,,,,No,No,SMS Sent
600213,Landing Page Submission,Google,No,No,0,2,219,2,SMS Sent,India,Business Administration,Multiple Sources,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Busy,Not Sure,No,No,,Mumbai,,,,,No,No,SMS Sent
600204,API,Olark Chat,No,No,0,3,200,1.5,Email Link Clicked,India,Others,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Already a student,Worst,No,No,Student of SomeSchool,,,,,,No,No,Email Link Clicked
600201,API,Olark Chat,No,No,1,5,1333,1.67,SMS Sent,India,Finance Management,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,,Mumbai,,,,,No,Yes,SMS Sent
600191,Landing Page Submission,Google,No,No,0,3,108,3,SMS Sent,India,Human Resource Management,Online Search,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,,Mumbai,,,,,No,No,SMS Sent
